Duration,Amount,History,EmpStatus,Gender,Age,Rating
6,1323,Critical,moreSeven,Male,28,Good
24,3123,PaidDuly,lessOne,Female,27,Bad
36,5493,PaidDuly,moreSeven,Male,42,Good
9,1126,PaidDuly,moreSeven,Male,49,Good
24,1216,Critical,lessOne,Male,38,Bad
24,1207,PaidDuly,lessOne,Female,24,Bad
10,1309,PaidDuly,lessFour,Male,27,Bad
15,2360,Critical,lessFour,Male,36,Good
15,6850,CreditPaid,UnEmp,Male,34,Bad
24,1413,PaidDuly,lessFour,Male,28,Good
39,8588,PaidDuly,moreSeven,Male,45,Good
12,759,PaidDuly,lessSeven,Male,26,Bad
36,4686,PaidDuly,lessFour,Male,32,Good
15,2687,PaidDuly,lessSeven,Male,26,Good
12,585,PayDelay,lessFour,Male,20,Good
24,2255,PaidDuly,lessOne,Male,54,Good
6,609,Critical,lessSeven,Female,37,Good
6,1361,Critical,lessOne,Male,40,Good
36,7127,Critical,lessOne,Female,23,Bad
6,1203,PaidDuly,moreSeven,Male,43,Good
6,700,Critical,moreSeven,Male,36,Good
24,5507,Critical,moreSeven,Male,44,Good
18,3190,PaidDuly,lessFour,Female,24,Bad
48,7119,NoCredit,lessFour,Male,53,Bad
24,3488,PaidDuly,lessSeven,Female,23,Good
18,1113,PaidDuly,lessFour,Female,26,Good
26,7966,PaidDuly,lessOne,Male,30,Good
15,1532,Critical,lessFour,Female,31,Good
4,1503,Critical,lessSeven,Male,42,Good
36,2302,PaidDuly,lessFour,Male,31,Bad
6,662,PaidDuly,lessOne,Male,41,Good
36,2273,PaidDuly,lessSeven,Male,32,Good
15,2631,PaidDuly,lessFour,Female,28,Bad
12,1503,PayDelay,lessFour,Male,41,Good
24,1311,PaidDuly,lessSeven,Male,26,Good
24,3105,PaidDuly,lessOne,Male,25,Good
21,2319,Critical,lessOne,Male,33,Bad
6,1374,PaidDuly,UnEmp,Female,75,Good
18,3612,Critical,moreSeven,Female,37,Good
48,7763,PaidDuly,moreSeven,Male,42,Bad
18,3049,PaidDuly,lessOne,Female,45,Good
12,1534,PaidDuly,lessOne,Male,23,Bad
24,2032,PayDelay,moreSeven,Male,60,Good
30,6350,PaidDuly,moreSeven,Male,31,Bad
18,2864,PaidDuly,lessFour,Male,34,Bad
12,1255,Critical,moreSeven,Male,61,Good
24,1333,PayDelay,UnEmp,Male,43,Bad
24,2022,Critical,lessFour,Female,37,Good
24,1552,PaidDuly,lessSeven,Male,32,Good
12,626,CreditPaid,lessFour,Female,24,Bad
48,8858,Critical,lessSeven,Male,35,Good
12,996,Critical,lessSeven,Female,23,Good
6,1750,CreditPaid,moreSeven,Male,45,Good
48,6999,PaidDuly,lessSeven,Male,34,Bad
12,1995,Critical,lessOne,Male,27,Good
9,1199,PaidDuly,lessSeven,Female,67,Good
12,1331,PaidDuly,lessOne,Male,22,Bad
18,2278,NoCredit,lessOne,Female,28,Bad
21,5003,NoCredit,lessFour,Female,29,Bad
24,3552,CreditPaid,lessSeven,Male,27,Bad
18,1928,Critical,lessOne,Male,31,Bad
24,2964,PaidDuly,moreSeven,Male,49,Good
24,1546,CreditPaid,lessSeven,Male,24,Bad
6,683,PayDelay,lessOne,Female,29,Good
36,12389,PaidDuly,lessFour,Male,37,Bad
24,4712,PayDelay,lessFour,Male,37,Good
24,1553,PayDelay,lessSeven,Female,23,Good
12,1372,PaidDuly,lessSeven,Male,36,Bad
24,2578,Critical,moreSeven,Male,34,Good
48,3979,PaidDuly,lessSeven,Male,41,Good
48,6758,PaidDuly,lessFour,Female,31,Bad
24,3234,PaidDuly,lessOne,Female,23,Bad
30,5954,Critical,lessSeven,Male,38,Good
24,5433,PaidDuly,UnEmp,Female,26,Good
15,806,PaidDuly,lessFour,Female,22,Good
9,1082,PaidDuly,moreSeven,Male,27,Good
15,2788,Critical,lessSeven,Female,24,Good
12,2930,PaidDuly,lessSeven,Female,27,Good
24,1927,Critical,lessFour,Female,33,Good
36,2820,Critical,lessOne,Male,27,Bad
24,937,PaidDuly,lessOne,Male,27,Good
18,1056,Critical,moreSeven,Male,30,Bad
12,3124,Critical,lessOne,Male,49,Good
9,1388,PaidDuly,lessFour,Female,26,Good
36,2384,PaidDuly,lessOne,Male,33,Bad
12,2133,PaidDuly,moreSeven,Female,52,Good
18,2039,PaidDuly,lessFour,Female,20,Bad
9,2799,Critical,lessFour,Male,36,Good
12,1289,PaidDuly,lessFour,Male,21,Good
18,1217,PaidDuly,lessFour,Male,47,Bad
12,2246,Critical,moreSeven,Male,60,Bad
12,385,Critical,lessSeven,Female,58,Good
24,1965,PayDelay,lessFour,Female,42,Good
21,1572,PaidDuly,moreSeven,Female,36,Good
24,2718,PaidDuly,lessFour,Female,20,Bad
24,1358,CreditPaid,moreSeven,Male,40,Bad
6,931,CreditPaid,lessOne,Female,32,Bad
24,1442,PaidDuly,lessSeven,Female,23,Bad
24,4241,NoCredit,lessFour,Male,36,Bad
18,2775,Critical,lessSeven,Male,31,Bad
24,3863,PayDelay,lessFour,Male,32,Good
7,2329,PaidDuly,lessOne,Female,45,Good
9,918,PaidDuly,lessFour,Female,30,Bad
24,1837,CreditPaid,lessSeven,Female,34,Bad
36,3349,PaidDuly,lessFour,Female,28,Bad
10,1275,PaidDuly,lessOne,Female,23,Good
24,2828,CreditPaid,lessFour,Male,22,Good
24,4526,Critical,lessFour,Male,74,Good
36,2671,PaidDuly,lessFour,Female,50,Bad
18,2051,PaidDuly,lessOne,Male,33,Good
15,1300,PaidDuly,moreSeven,Male,45,Good
12,741,PaidDuly,UnEmp,Female,22,Bad
10,1240,PaidDuly,moreSeven,Female,48,Bad
21,3357,PaidDuly,lessOne,Female,29,Good
24,3632,CreditPaid,lessFour,Female,22,Good
18,1808,PayDelay,lessSeven,Female,22,Bad
48,12204,NoCredit,lessFour,Male,48,Good
60,9157,PayDelay,lessFour,Male,27,Good
6,3676,Critical,lessFour,Male,37,Good
30,3441,PaidDuly,lessFour,Female,21,Bad
12,640,PaidDuly,lessFour,Male,49,Good
21,3652,Critical,lessSeven,Male,27,Good
18,1530,Critical,lessFour,Male,32,Bad
48,3914,PaidDuly,lessFour,Male,38,Bad
12,1858,PaidDuly,lessOne,Female,22,Good
18,2600,PaidDuly,lessFour,Male,65,Bad
15,1979,PaidDuly,moreSeven,Male,35,Good
6,2116,PaidDuly,lessFour,Male,41,Good
9,1437,CreditPaid,lessSeven,Male,29,Bad
42,4042,Critical,lessFour,Male,36,Good
9,3832,PaidDuly,moreSeven,Male,64,Good
24,3660,PaidDuly,lessFour,Female,28,Good
18,1553,CreditPaid,lessFour,Male,44,Bad
15,1444,PaidDuly,lessOne,Male,23,Good
9,1980,PaidDuly,lessOne,Female,19,Bad
24,1355,PaidDuly,lessOne,Female,25,Bad
12,1393,PaidDuly,moreSeven,Male,47,Good
24,1376,PaidDuly,lessSeven,Female,28,Good
60,15653,PayDelay,lessSeven,Male,21,Good
12,1493,PaidDuly,lessOne,Female,34,Good
42,4370,PayDelay,lessSeven,Male,26,Bad
18,750,PaidDuly,UnEmp,Female,27,Bad
15,1308,PaidDuly,moreSeven,Male,38,Good
15,4623,PaidDuly,lessFour,Male,40,Bad
24,1851,Critical,lessSeven,Male,33,Good
18,1880,Critical,lessSeven,Male,32,Good
36,7980,PayDelay,lessOne,Male,27,Bad
30,4583,NoCredit,lessFour,Male,32,Good
12,1386,PaidDuly,lessFour,Female,26,Bad
24,947,PaidDuly,lessSeven,Male,38,Bad
12,684,PaidDuly,lessFour,Male,40,Bad
48,7476,PaidDuly,lessSeven,Male,50,Good
12,1922,PaidDuly,lessFour,Male,37,Bad
24,2303,PaidDuly,moreSeven,Male,45,Bad
36,8086,PayDelay,moreSeven,Male,42,Bad
24,2346,Critical,lessSeven,Male,35,Good
14,3973,PaidDuly,UnEmp,Male,22,Good
12,888,PaidDuly,moreSeven,Male,41,Bad
48,10222,PaidDuly,lessSeven,Male,37,Good
30,4221,NoCredit,lessFour,Female,28,Good
18,6361,Critical,moreSeven,Male,41,Good
12,1297,PaidDuly,lessFour,Male,23,Good
12,900,PaidDuly,lessFour,Male,23,Bad
21,2241,PaidDuly,moreSeven,Male,50,Good
6,1050,PayDelay,UnEmp,Male,35,Good
6,1047,Critical,lessFour,Female,50,Good
24,6314,Critical,UnEmp,Male,27,Good
30,3496,CreditPaid,lessFour,Male,34,Good
48,3609,CreditPaid,lessFour,Female,27,Good
12,4843,Critical,moreSeven,Male,43,Bad
30,3017,Critical,moreSeven,Male,47,Good
24,4139,Critical,lessFour,Male,27,Good
36,5742,PaidDuly,lessSeven,Male,31,Good
60,10366,PaidDuly,moreSeven,Male,42,Good
6,2080,Critical,lessFour,Male,24,Good
21,2580,PayDelay,lessOne,Male,41,Bad
30,4530,Critical,lessSeven,Female,26,Good
24,5150,Critical,moreSeven,Male,33,Good
72,5595,PaidDuly,lessFour,Male,24,Bad
24,2384,PaidDuly,moreSeven,Male,64,Good
18,1453,PaidDuly,lessOne,Female,26,Good
6,1538,PaidDuly,lessOne,Female,56,Good
12,2279,PaidDuly,lessFour,Male,37,Good
15,1478,PayDelay,lessFour,Male,33,Good
24,5103,Critical,lessOne,Male,47,Good
36,9857,PayDelay,lessSeven,Male,31,Good
60,6527,PaidDuly,lessFour,Male,34,Good
10,1347,Critical,lessSeven,Male,27,Good
36,2862,PayDelay,moreSeven,Male,30,Good
9,2753,PaidDuly,moreSeven,Male,35,Good
12,3651,PaidDuly,lessFour,Male,31,Good
15,975,Critical,lessFour,Male,25,Good
15,2631,PaidDuly,lessFour,Female,25,Good
24,2896,PaidDuly,lessOne,Male,29,Good
6,4716,Critical,lessOne,Male,44,Good
24,2284,PaidDuly,lessSeven,Male,28,Good
6,1236,PaidDuly,lessFour,Male,50,Good
12,1103,PaidDuly,lessSeven,Male,29,Good
12,926,Critical,UnEmp,Female,38,Good
18,1800,Critical,lessFour,Male,24,Good
15,1905,PaidDuly,moreSeven,Male,40,Good
12,1123,PaidDuly,lessFour,Female,29,Bad
48,6331,Critical,moreSeven,Male,46,Bad
24,1377,PaidDuly,moreSeven,Female,47,Good
30,2503,PayDelay,moreSeven,Male,41,Good
27,2528,PaidDuly,lessOne,Female,32,Good
15,5324,PaidDuly,moreSeven,Female,35,Good
48,6560,PaidDuly,lessSeven,Male,24,Bad
12,2969,NoCredit,lessOne,Female,25,Bad
9,1206,PaidDuly,moreSeven,Female,25,Good
9,2118,PaidDuly,lessFour,Male,37,Good
18,629,Critical,moreSeven,Male,32,Good
6,1198,CreditPaid,moreSeven,Female,35,Bad
21,2476,PaidDuly,moreSeven,Male,46,Good
9,1138,Critical,lessFour,Male,25,Good
60,14027,PaidDuly,lessSeven,Male,27,Bad
30,7596,Critical,moreSeven,Male,63,Good
30,3077,Critical,moreSeven,Male,40,Good
18,1505,PaidDuly,lessFour,Male,32,Good
24,3148,Critical,lessFour,Male,31,Good
20,6148,NoCredit,moreSeven,Male,31,Good
9,1337,NoCredit,lessOne,Male,34,Bad
6,433,CreditPaid,lessOne,Female,24,Bad
12,1228,PaidDuly,lessFour,Female,24,Bad
9,790,PaidDuly,lessFour,Female,66,Good
27,2570,PaidDuly,lessFour,Female,21,Bad
6,250,Critical,lessFour,Female,41,Good
15,1316,Critical,lessFour,Male,47,Good
18,1882,PaidDuly,lessFour,Female,25,Bad
48,6416,CreditPaid,moreSeven,Female,59,Bad
24,1275,Critical,lessFour,Male,36,Good
24,6403,PayDelay,lessOne,Male,33,Good
24,1987,PaidDuly,lessFour,Male,21,Bad
8,760,PaidDuly,lessSeven,Female,44,Good
24,2603,PaidDuly,lessFour,Female,28,Good
4,3380,Critical,lessSeven,Female,37,Good
36,3990,CreditPaid,lessOne,Female,29,Good
24,11560,PaidDuly,lessFour,Female,23,Bad
18,4380,PaidDuly,lessFour,Male,35,Good
6,6761,Critical,lessSeven,Male,45,Good
30,4280,NoCredit,lessFour,Female,26,Bad
24,2325,CreditPaid,lessSeven,Male,32,Good
10,1048,CreditPaid,lessFour,Male,23,Good
21,3160,PaidDuly,moreSeven,Male,41,Good
24,2483,CreditPaid,lessFour,Male,22,Good
39,14179,Critical,lessSeven,Male,30,Good
13,1797,Critical,lessOne,Male,28,Good
15,2511,PaidDuly,UnEmp,Female,23,Good
12,1274,PaidDuly,lessOne,Female,37,Bad
21,5248,PaidDuly,lessFour,Male,26,Good
15,3029,PaidDuly,lessSeven,Male,33,Good
6,428,PaidDuly,moreSeven,Female,49,Good
18,976,PaidDuly,lessOne,Female,23,Bad
12,841,PaidDuly,lessSeven,Female,23,Good
30,5771,Critical,lessSeven,Female,25,Good
12,1555,PayDelay,moreSeven,Male,55,Bad
24,1285,PaidDuly,lessSeven,Female,32,Bad
6,1299,Critical,lessFour,Male,74,Good
15,1271,Critical,lessFour,Male,39,Bad
24,1393,PaidDuly,lessFour,Male,31,Good
12,691,Critical,moreSeven,Male,35,Bad
15,5045,Critical,moreSeven,Female,59,Good
18,2124,Critical,lessFour,Female,24,Bad
12,2214,PaidDuly,lessFour,Male,24,Good
21,12680,Critical,moreSeven,Male,30,Bad
24,2463,Critical,lessSeven,Male,27,Good
12,1155,PaidDuly,moreSeven,Male,40,Good
30,3108,PaidDuly,lessOne,Male,31,Bad
10,2901,PaidDuly,lessOne,Female,31,Good
12,3617,Critical,moreSeven,Male,28,Good
12,1655,Critical,moreSeven,Male,63,Good
24,2812,PaidDuly,moreSeven,Female,26,Good
36,8065,Critical,lessFour,Female,25,Bad
21,3275,Critical,moreSeven,Male,36,Good
24,2223,Critical,moreSeven,Male,52,Good
12,1480,Critical,UnEmp,Male,66,Good
24,1371,PaidDuly,lessFour,Female,25,Bad
36,3535,Critical,lessSeven,Male,37,Good
18,3509,PaidDuly,lessSeven,Female,25,Good
36,5711,Critical,moreSeven,Male,38,Good
18,3872,PaidDuly,UnEmp,Female,67,Good
39,4933,Critical,lessSeven,Male,25,Bad
24,1940,Critical,moreSeven,Male,60,Good
12,1410,NoCredit,lessFour,Male,31,Good
12,836,PaidDuly,lessOne,Female,23,Bad
20,6468,PaidDuly,UnEmp,Male,60,Good
18,1941,PaidDuly,lessFour,Male,35,Good
22,2675,PaidDuly,moreSeven,Male,40,Good
48,2751,Critical,moreSeven,Male,38,Good
48,6224,PayDelay,moreSeven,Male,50,Bad
40,5998,Critical,lessFour,Male,27,Bad
21,1188,PaidDuly,moreSeven,Female,39,Bad
24,6313,PaidDuly,moreSeven,Male,41,Good
6,1221,Critical,lessFour,Male,27,Good
24,2892,PaidDuly,moreSeven,Male,51,Good
24,3062,PaidDuly,moreSeven,Male,32,Good
9,2301,PaidDuly,lessOne,Female,22,Good
18,7511,PaidDuly,moreSeven,Male,51,Bad
12,1258,Critical,lessOne,Female,22,Good
24,717,PayDelay,moreSeven,Male,54,Good
9,1549,PaidDuly,lessOne,Male,35,Good
24,1597,Critical,moreSeven,Male,54,Good
18,1795,Critical,moreSeven,Female,48,Good
20,4272,Critical,moreSeven,Female,24,Good
12,976,Critical,moreSeven,Male,35,Good
12,7472,PaidDuly,UnEmp,Female,24,Good
36,9271,PaidDuly,lessSeven,Male,24,Bad
6,590,PaidDuly,lessOne,Male,26,Good
12,930,Critical,moreSeven,Male,65,Good
42,9283,CreditPaid,UnEmp,Male,55,Good
15,1778,NoCredit,lessOne,Female,26,Bad
8,907,PaidDuly,lessOne,Male,26,Good
6,484,PaidDuly,lessSeven,Male,28,Good
36,9629,Critical,lessSeven,Male,24,Bad
48,3051,PaidDuly,lessFour,Male,54,Bad
48,3931,PaidDuly,lessSeven,Male,46,Bad
36,7432,PayDelay,lessFour,Female,54,Good
6,1338,PaidDuly,lessFour,Male,62,Good
6,1554,Critical,lessSeven,Female,24,Good
36,15857,PaidDuly,UnEmp,Male,43,Good
18,1345,PaidDuly,lessFour,Male,26,Bad
12,1101,PaidDuly,lessFour,Male,27,Good
12,3016,PaidDuly,lessFour,Male,24,Good
36,2712,PaidDuly,moreSeven,Male,41,Bad
8,731,Critical,moreSeven,Male,47,Good
18,3780,Critical,lessOne,Male,35,Good
21,1602,Critical,moreSeven,Male,30,Good
18,3966,Critical,moreSeven,Female,33,Bad
18,4165,NoCredit,lessFour,Male,36,Bad
36,8335,PaidDuly,moreSeven,Male,47,Bad
48,6681,PayDelay,lessFour,Male,38,Good
24,2375,PayDelay,lessFour,Male,44,Good
18,1216,PaidDuly,lessOne,Female,23,Bad
45,11816,NoCredit,moreSeven,Male,29,Bad
24,5084,PaidDuly,moreSeven,Female,42,Good
15,2327,PaidDuly,lessOne,Female,25,Bad
12,1082,NoCredit,lessFour,Male,48,Bad
12,886,PaidDuly,lessFour,Female,21,Good
4,601,PaidDuly,lessOne,Female,23,Good
24,2957,Critical,moreSeven,Male,63,Good
24,2611,Critical,moreSeven,Male,46,Good
36,5179,PaidDuly,lessSeven,Male,29,Bad
21,2993,PayDelay,lessFour,Male,28,Good
18,1943,PaidDuly,lessOne,Female,23,Bad
24,1559,CreditPaid,lessSeven,Male,50,Good
18,3422,PaidDuly,moreSeven,Male,47,Good
21,3976,PaidDuly,lessSeven,Male,35,Good
18,6761,PaidDuly,lessFour,Male,68,Bad
24,1249,PaidDuly,lessOne,Male,28,Good
9,1364,PaidDuly,lessSeven,Male,59,Good
12,709,PaidDuly,moreSeven,Male,57,Bad
20,2235,Critical,lessFour,Male,33,Bad
24,4042,Critical,lessSeven,Male,43,Good
15,1471,Critical,lessFour,Male,35,Good
18,1442,CreditPaid,lessSeven,Male,32,Bad
36,10875,PayDelay,moreSeven,Male,45,Good
24,1474,PaidDuly,lessOne,Male,33,Good
10,894,PaidDuly,lessSeven,Female,40,Good
15,3343,Critical,lessFour,Male,28,Good
15,3959,PaidDuly,lessFour,Female,29,Bad
9,3577,PaidDuly,lessFour,Male,26,Good
24,5804,Critical,lessFour,Male,27,Good
18,2169,PayDelay,lessFour,Male,28,Bad
24,2439,PaidDuly,lessOne,Female,35,Bad
27,4526,Critical,lessOne,Male,32,Good
10,2210,PaidDuly,lessFour,Male,25,Bad
15,2221,PaidDuly,lessFour,Female,20,Good
18,2389,PaidDuly,lessOne,Female,27,Good
12,3331,Critical,moreSeven,Male,42,Good
36,7409,PaidDuly,moreSeven,Male,37,Good
12,652,PaidDuly,moreSeven,Female,24,Good
36,7678,PayDelay,lessSeven,Female,40,Good
6,1343,Critical,moreSeven,Male,46,Good
24,1382,Critical,lessSeven,Male,26,Good
15,874,PaidDuly,lessOne,Female,24,Good
12,3590,PaidDuly,lessFour,Male,29,Good
11,1322,Critical,lessFour,Female,40,Good
18,1940,CreditPaid,lessOne,Male,36,Good
36,3595,PaidDuly,moreSeven,Male,28,Good
9,1422,PaidDuly,lessOne,Male,27,Bad
30,6742,Critical,lessSeven,Male,36,Good
24,7814,PaidDuly,lessSeven,Male,38,Good
24,9277,PaidDuly,lessFour,Male,48,Good
30,2181,Critical,moreSeven,Male,36,Good
18,1098,Critical,UnEmp,Female,65,Good
24,4057,PaidDuly,lessSeven,Male,43,Bad
12,795,PaidDuly,lessOne,Female,53,Bad
24,2825,Critical,lessSeven,Male,34,Good
48,15672,PaidDuly,lessFour,Male,23,Bad
36,6614,Critical,moreSeven,Male,34,Good
28,7824,CreditPaid,lessOne,Male,40,Good
27,2442,Critical,moreSeven,Male,43,Good
15,1829,Critical,moreSeven,Male,46,Good
12,2171,Critical,lessFour,Male,38,Good
36,5800,Critical,lessFour,Male,34,Good
18,1169,Critical,lessFour,Male,29,Good
36,8947,PayDelay,lessSeven,Male,31,Good
21,2606,PaidDuly,lessOne,Female,28,Good
12,1592,Critical,lessSeven,Female,35,Good
15,2186,PaidDuly,lessSeven,Female,33,Good
18,4153,PaidDuly,lessFour,Male,42,Bad
16,2625,Critical,moreSeven,Male,43,Bad
20,3485,Critical,lessOne,Male,44,Good
36,10477,Critical,moreSeven,Male,42,Good
15,1386,PaidDuly,lessFour,Male,40,Good
24,1278,PaidDuly,moreSeven,Male,36,Good
12,1107,PaidDuly,lessFour,Male,20,Good
21,3763,PaidDuly,lessSeven,Male,24,Good
36,3711,PaidDuly,lessFour,Male,27,Good
15,3594,PayDelay,lessOne,Female,46,Good
9,3195,PaidDuly,lessFour,Female,33,Good
36,4454,PayDelay,lessFour,Female,34,Good
24,4736,Critical,lessOne,Female,25,Bad
30,2991,PaidDuly,moreSeven,Female,25,Good
11,2142,PaidDuly,moreSeven,Male,28,Good
24,3161,CreditPaid,lessFour,Male,31,Bad
48,18424,NoCredit,lessFour,Female,32,Bad
10,2848,PaidDuly,lessFour,Male,32,Good
6,14896,PaidDuly,moreSeven,Male,68,Bad
24,2359,PaidDuly,UnEmp,Male,33,Bad
24,3345,PaidDuly,moreSeven,Male,39,Bad
18,1817,Critical,lessFour,Female,28,Good
48,12749,PayDelay,lessSeven,Male,37,Good
9,1366,PaidDuly,lessOne,Female,22,Bad
12,2002,PaidDuly,lessSeven,Male,30,Good
24,6872,CreditPaid,lessOne,Male,55,Bad
12,697,CreditPaid,lessOne,Male,46,Bad
18,1049,Critical,lessOne,Female,21,Good
48,10297,PaidDuly,lessSeven,Male,39,Bad
30,1867,PaidDuly,moreSeven,Male,58,Good
12,1344,PayDelay,lessFour,Male,43,Good
24,1747,PaidDuly,lessOne,Male,24,Good
9,1670,PaidDuly,lessOne,Female,22,Bad
9,1224,Critical,lessFour,Male,30,Good
12,522,Critical,moreSeven,Male,42,Good
12,1498,PaidDuly,lessFour,Female,23,Good
30,1919,PayDelay,lessOne,Male,30,Bad
9,745,PaidDuly,lessFour,Female,28,Bad
6,2063,PaidDuly,lessOne,Male,30,Good
60,6288,PaidDuly,lessFour,Male,42,Bad
24,6842,Critical,lessFour,Male,46,Good
12,3527,PaidDuly,lessOne,Male,45,Good
10,1546,PaidDuly,lessFour,Male,31,Good
24,929,PaidDuly,lessSeven,Male,31,Good
4,1455,Critical,lessSeven,Male,42,Good
15,1845,PaidDuly,lessOne,Female,46,Good
48,8358,NoCredit,lessOne,Female,30,Good
24,3349,CreditPaid,lessOne,Male,30,Bad
12,2859,PaidDuly,UnEmp,Male,38,Good
18,1533,PaidDuly,lessOne,Male,43,Bad
24,3621,PaidDuly,moreSeven,Male,31,Bad
18,3590,Critical,UnEmp,Male,40,Good
36,2145,PayDelay,lessSeven,Male,24,Bad
24,4113,PaidDuly,lessOne,Female,28,Bad
36,10974,PaidDuly,UnEmp,Female,26,Bad
12,1893,PaidDuly,lessFour,Female,29,Good
24,1231,Critical,moreSeven,Female,57,Good
30,3656,Critical,moreSeven,Male,49,Good
9,1154,Critical,moreSeven,Male,37,Good
28,4006,PaidDuly,lessFour,Male,45,Bad
24,3069,PaidDuly,moreSeven,Male,30,Good
6,1740,Critical,moreSeven,Male,30,Good
21,2353,PayDelay,lessFour,Male,47,Good
15,3556,PaidDuly,lessFour,Male,29,Good
24,2397,PaidDuly,moreSeven,Male,35,Bad
6,454,PaidDuly,lessOne,Male,22,Good
30,1715,PaidDuly,lessFour,Female,26,Good
27,2520,Critical,lessFour,Male,23,Bad
15,3568,PaidDuly,moreSeven,Female,54,Good
42,7166,PaidDuly,lessSeven,Male,29,Good
11,3939,Critical,lessFour,Male,40,Good
15,1514,PaidDuly,lessFour,Male,22,Good
24,7393,PaidDuly,lessFour,Male,43,Good
24,1193,CreditPaid,UnEmp,Female,29,Bad
60,7297,PaidDuly,moreSeven,Male,36,Bad
30,2831,Critical,lessFour,Female,33,Good
24,1258,PaidDuly,lessFour,Female,57,Good
6,753,PaidDuly,lessFour,Female,64,Good
18,2427,PayDelay,moreSeven,Male,42,Good
24,2538,PayDelay,moreSeven,Male,47,Bad
15,1264,CreditPaid,lessFour,Male,25,Bad
30,8386,Critical,lessSeven,Male,49,Bad
48,4844,PaidDuly,UnEmp,Male,33,Bad
21,2923,PaidDuly,lessFour,Female,28,Good
36,8229,PaidDuly,lessFour,Male,26,Bad
24,2028,Critical,lessSeven,Male,30,Good
15,1433,Critical,lessFour,Female,25,Good
42,6289,NoCredit,lessOne,Male,33,Good
13,1409,PaidDuly,UnEmp,Female,64,Good
24,6579,PaidDuly,UnEmp,Male,29,Good
24,1743,Critical,moreSeven,Male,48,Good
12,3565,Critical,lessOne,Male,37,Good
15,1569,CreditPaid,moreSeven,Male,34,Good
18,1936,PaidDuly,lessSeven,Male,23,Good
36,3959,PaidDuly,UnEmp,Male,30,Good
12,2390,PaidDuly,moreSeven,Male,50,Good
12,1736,PaidDuly,lessSeven,Female,31,Good
30,3857,PaidDuly,lessFour,Male,40,Good
12,804,PaidDuly,moreSeven,Male,38,Good
45,1845,PaidDuly,lessFour,Male,23,Bad
45,4576,Critical,UnEmp,Male,27,Good